LSID	URI	Title	Year	Date Published	Citation	ContainedIn	Edition	ShortTitle	Publisher
urn:lsid:biodiversity.org.au:apni.publication:182116	http://biodiversity.org.au/apni.publication/182116	Desvaux, A.N. [N.A.], Journal de Botanique, Redige par une Societe de Botanistes, ser. 2.			Desvaux, A.N. [N.A.], Journal de Botanique, Redige par une Societe de Botanistes, ser. 2.			J.Bot.(Desvaux)	
urn:lsid:biodiversity.org.au:apni.publication:182406	http://biodiversity.org.au/apni.publication/182406	Nicolle, D., Eucalypts of Victoria and Tasmania. 2006.		2006	Nicolle, D., Eucalypts of Victoria and Tasmania. 2006.				
urn:lsid:biodiversity.org.au:apni.publication:182407	http://biodiversity.org.au/apni.publication/182407	Manitz, H., Symposium Biodiversität und Evolutionsbiologie. 1 Sep 1999.		1 Sep 1999	Manitz, H., Symposium Biodiversität und Evolutionsbiologie. 1 Sep 1999.				
urn:lsid:biodiversity.org.au:apni.publication:182408	http://biodiversity.org.au/apni.publication/182408	Byulleten' Moskovskogo Obshchestva Ispytatelei Prirody. 1922/1923+.		1922/1923+	Byulleten' Moskovskogo Obshchestva Ispytatelei Prirody. 1922/1923+.			Byull. Moskovsk. Obshch. Isp. Prir., Otd. Biol.	
urn:lsid:biodiversity.org.au:apni.publication:182409	http://biodiversity.org.au/apni.publication/182409	Nowoceska Bibl. [Wsobecny Rostl.]. 1846.		1846	Nowoceska Bibl. [Wsobecny Rostl.]. 1846.				
urn:lsid:biodiversity.org.au:apni.publication:182410	http://biodiversity.org.au/apni.publication/182410	Spenner, F.C.L., Handbuch der Angewandten Botanik. 1834 - 1836.		1834 - 1836	Spenner, F.C.L., Handbuch der Angewandten Botanik. 1834 - 1836.			Handb. angew. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:182411	http://biodiversity.org.au/apni.publication/182411	Kerner, A.J., Pflanzenleben.			Kerner, A.J., Pflanzenleben.			Pflanzenleben	
urn:lsid:biodiversity.org.au:apni.publication:182412	http://biodiversity.org.au/apni.publication/182412	Takhtajan, A.L., Diversity and Classification of Flowering Plants. 1997.		1997	Takhtajan, A.L., Diversity and Classification of Flowering Plants. 1997.				Columbia University Press
urn:lsid:biodiversity.org.au:apni.publication:182413	http://biodiversity.org.au/apni.publication/182413	Blume, C.L. von, De Novis Quibusdam Plantarum Familiis Expositio. 1834.		1834	Blume, C.L. von, De Novis Quibusdam Plantarum Familiis Expositio. 1834.			Nov.pl. expos.	
urn:lsid:biodiversity.org.au:apni.publication:182414	http://biodiversity.org.au/apni.publication/182414	Muller, J.B., Flora Waldeccensis et Itterensis. 1841.		1841	Muller, J.B., Flora Waldeccensis et Itterensis. 1841.				
urn:lsid:biodiversity.org.au:apni.publication:182415	http://biodiversity.org.au/apni.publication/182415	Prantl, K.A.E., Lehrbuch der Botanik. 1874 - 1916.		1874 - 1916	Prantl, K.A.E., Lehrbuch der Botanik. 1874 - 1916.			Lehrb. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:182416	http://biodiversity.org.au/apni.publication/182416	Schultz (Bipontinus), C.H., Naturliches System des Pflanzenreichs. 1832.		1832	Schultz (Bipontinus), C.H., Naturliches System des Pflanzenreichs. 1832.			Nat. Syst. Pflanzenr.	
urn:lsid:biodiversity.org.au:apni.publication:182417	http://biodiversity.org.au/apni.publication/182417	Heintze, S.A., Cormofyternas fylogeni. 1927.		1927	Heintze, S.A., Cormofyternas fylogeni. 1927.				H. Ohlssons boktryckeri
urn:lsid:biodiversity.org.au:apni.publication:182418	http://biodiversity.org.au/apni.publication/182418	Le Maout, J.E.M. & Decaisne, J., Traite General de Botanique. 1868.		1868	Le Maout, J.E.M. & Decaisne, J., Traite General de Botanique. 1868.			Traité general bot.	
urn:lsid:biodiversity.org.au:apni.publication:182419	http://biodiversity.org.au/apni.publication/182419	Nakai, T., Iconographia Plantarum Asiae Orientalis. 1935-1952.		1935-1952	Nakai, T., Iconographia Plantarum Asiae Orientalis. 1935-1952.			Iconogr. Pl. Asiae Orient.	
urn:lsid:biodiversity.org.au:apni.publication:182420	http://biodiversity.org.au/apni.publication/182420	Magazine of Zoology and Botany. [1836-]1837-1838.		[1836-]1837-1838	Magazine of Zoology and Botany. [1836-]1837-1838.				
urn:lsid:biodiversity.org.au:apni.publication:182421	http://biodiversity.org.au/apni.publication/182421	Kickx, J., Accurata Descriptio Plantarum in Agro Lovaniensi Sponte Crescentium. 1827.		1827	Kickx, J., Accurata Descriptio Plantarum in Agro Lovaniensi Sponte Crescentium. 1827.				
urn:lsid:biodiversity.org.au:apni.publication:182422	http://biodiversity.org.au/apni.publication/182422	Koch, K.H.E.L., Das Naturliche System des Pflanzenreichs. 1839.		1839	Koch, K.H.E.L., Das Naturliche System des Pflanzenreichs. 1839.				
urn:lsid:biodiversity.org.au:apni.publication:182423	http://biodiversity.org.au/apni.publication/182423	Lindley, J., A Key to Structural Physiological and Systematic Botany. Oct. 1835.		Oct. 1835	Lindley, J., A Key to Structural Physiological and Systematic Botany. Oct. 1835.			Key bot.	
urn:lsid:biodiversity.org.au:apni.publication:182424	http://biodiversity.org.au/apni.publication/182424	Vest, L.C. von, Anleitung zum Grundlichen Studium der Botanik. 1818.		1818	Vest, L.C. von, Anleitung zum Grundlichen Studium der Botanik. 1818.			Anleit. Stud. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:182425	http://biodiversity.org.au/apni.publication/182425	Revista. Facultad Nacional de Agronomia. Medellin Universidad de Antioquia. 1939+.		1939+	Revista. Facultad Nacional de Agronomia. Medellin Universidad de Antioquia. 1939+.			Revista Fac. Nac. Agron. Medellin Univ. Antioquia	
urn:lsid:biodiversity.org.au:apni.publication:182426	http://biodiversity.org.au/apni.publication/182426	Doweld, A.B., New Syllabus of Plant Families (A Plant World System). 2007.		2007	Doweld, A.B., New Syllabus of Plant Families (A Plant World System). 2007.				GEOS
urn:lsid:biodiversity.org.au:apni.publication:182427	http://biodiversity.org.au/apni.publication/182427	Hasskarl, J.C., Catalogus Plantarum in Horto Botanico Bogoriensi Cultarum Alter. 1844.		1844	Hasskarl, J.C., Catalogus Plantarum in Horto Botanico Bogoriensi Cultarum Alter. 1844.			Cat. Hort. Bot. Bogor.	
urn:lsid:biodiversity.org.au:apni.publication:182429	http://biodiversity.org.au/apni.publication/182429	Roemer, M.J., Handbuch der Allgemeinen Botanik: zum Selbststudium auf der Grundlage des des natürlichen Systems. 1835-1840.		1835-1840	Roemer, M.J., Handbuch der Allgemeinen Botanik: zum Selbststudium auf der Grundlage des des natürlichen Systems. 1835-1840.			Handb. Allg. Bot. [M. J. Römer]	
urn:lsid:biodiversity.org.au:apni.publication:182431	http://biodiversity.org.au/apni.publication/182431	Wilbrand, J.B., Die Naturlichen Pflanzenfamilien. 1834.		1834	Wilbrand, J.B., Die Naturlichen Pflanzenfamilien. 1834.			Nat. Pflanzenfam.	
urn:lsid:biodiversity.org.au:apni.publication:182432	http://biodiversity.org.au/apni.publication/182432	Iowa State College Journal of  Science. 1926-1959.		1926-1959	Iowa State College Journal of  Science. 1926-1959.			Iowa State Coll. J. Sci.	
urn:lsid:biodiversity.org.au:apni.publication:182433	http://biodiversity.org.au/apni.publication/182433	Zhurnal Obshchei Biologii. 1940+.		1940+	Zhurnal Obshchei Biologii. 1940+.			Zhurn. Obshchei Biol.	
urn:lsid:biodiversity.org.au:apni.publication:182434	http://biodiversity.org.au/apni.publication/182434	Doll, J.C., Rheinische Flora. Jun 1843.		Jun 1843	Doll, J.C., Rheinische Flora. Jun 1843.			Rhein. Fl.	
urn:lsid:biodiversity.org.au:apni.publication:182435	http://biodiversity.org.au/apni.publication/182435	Revista Sudamerica de Botanica. 1934-1956.		1934-1956	Revista Sudamerica de Botanica. 1934-1956.			Revista Sudamer. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:182436	http://biodiversity.org.au/apni.publication/182436	Sadler, J., Flora Comitatus Pestiensis. 1825 - 1840.		1825 - 1840	Sadler, J., Flora Comitatus Pestiensis. 1825 - 1840.			Fl. Comit. Pest.	
urn:lsid:biodiversity.org.au:apni.publication:182445	http://biodiversity.org.au/apni.publication/182445	Adams, C.K., Johnson's Universal Cyclopedia; a new edition. 1893-1897.		1893-1897	Adams, C.K., Johnson's Universal Cyclopedia; a new edition. 1893-1897.				Johnson, A. J., company, pub
urn:lsid:biodiversity.org.au:apni.publication:182446	http://biodiversity.org.au/apni.publication/182446	Candolle, A.P. & Sprengel, C.P.J., Elem. Philos. Bot.. Jul 1821.		Jul 1821	Candolle, A.P. & Sprengel, C.P.J., Elem. Philos. Bot.. Jul 1821.			Elem. Philos. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:182447	http://biodiversity.org.au/apni.publication/182447	Schmid, E.E.F.W. & Curtman, Pflanzenr..			Schmid, E.E.F.W. & Curtman, Pflanzenr..			Pflanzenr.	
urn:lsid:biodiversity.org.au:apni.publication:182448	http://biodiversity.org.au/apni.publication/182448	American Journal of Science.			American Journal of Science.			Amer. J. Sci.	
urn:lsid:biodiversity.org.au:apni.publication:182449	http://biodiversity.org.au/apni.publication/182449	Philibert, J.C., Introduction a l'Etude de la Botanique. 1799, reissued 1801.		1799, reissued 1801	Philibert, J.C., Introduction a l'Etude de la Botanique. 1799, reissued 1801.			Intr. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:182450	http://biodiversity.org.au/apni.publication/182450	Doklady Akademiya Nauk Armyanskoi Uzbekskoi. 1948+.		1948+	Doklady Akademiya Nauk Armyanskoi Uzbekskoi. 1948+.				
urn:lsid:biodiversity.org.au:apni.publication:182451	http://biodiversity.org.au/apni.publication/182451	Loret, H. & Barrandon, A, Flore de Montpellier. 1876.		1876	Loret, H. & Barrandon, A, Flore de Montpellier. 1876.				C. Coulet
urn:lsid:biodiversity.org.au:apni.publication:182452	http://biodiversity.org.au/apni.publication/182452	Cassel, F.P., Lehrbuch der Naturlichen Pflanzenordnung. 1817.		1817	Cassel, F.P., Lehrbuch der Naturlichen Pflanzenordnung. 1817.			Lehrb. Nat. Pflanzenord	
urn:lsid:biodiversity.org.au:apni.publication:182453	http://biodiversity.org.au/apni.publication/182453	Hussey, B.M.J., Keighery, G.J., Cousens, R.D., Dodd, J.L. & Lloyd, S.G., Western Weeds: a guide to the weeds of Western Australia. 1997, 2007.		1997, 2007	Hussey, B.M.J., Keighery, G.J., Cousens, R.D., Dodd, J.L. & Lloyd, S.G., Western Weeds: a guide to the weeds of Western Australia. 1997, 2007.				Plant Protection Society of WA
urn:lsid:biodiversity.org.au:apni.publication:182454	http://biodiversity.org.au/apni.publication/182454	Solereder, H., Systematische Anatomie der Dicotyledonen. 1898-1899.		1898-1899	Solereder, H., Systematische Anatomie der Dicotyledonen. 1898-1899.			Syst. Anat. Dicot.	
urn:lsid:biodiversity.org.au:apni.publication:182455	http://biodiversity.org.au/apni.publication/182455	Karsten, G.K.W.H., Florae Columbiae. 1859-1869.		1859-1869	Karsten, G.K.W.H., Florae Columbiae. 1859-1869.			Fl. Columb. (H. Karst.)	
urn:lsid:biodiversity.org.au:apni.publication:182456	http://biodiversity.org.au/apni.publication/182456	Engler, H.G.A. & Prantl, K.A.E., Die Naturlichen Pflanzenfamilien Nachtrage 4. 1914-1915.		1914-1915	Engler, H.G.A. & Prantl, K.A.E., Die Naturlichen Pflanzenfamilien Nachtrage 4. 1914-1915.				
urn:lsid:biodiversity.org.au:apni.publication:182457	http://biodiversity.org.au/apni.publication/182457	Bertuch, F.J., Naturgeschichte. 1801.		1801	Bertuch, F.J., Naturgeschichte. 1801.			Taf. Allg. Naturgesch. Gewächs-Reich: Enum.	
urn:lsid:biodiversity.org.au:apni.publication:182458	http://biodiversity.org.au/apni.publication/182458	Plenck, J.J. von, Elementa Terminologiae Botanicae ac Systematis Sexualis Plantarum. 1796. German: 1798. Spanish: 1802.		1796. German: 1798. Spanish: 1802	Plenck, J.J. von, Elementa Terminologiae Botanicae ac Systematis Sexualis Plantarum. 1796. German: 1798. Spanish: 1802.			Elem. Termin. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:182459	http://biodiversity.org.au/apni.publication/182459	Ruprecht, F.J., Flora Ingrica Sive Historia Plantarum Gubernii Petropolitani. May 1860.		May 1860	Ruprecht, F.J., Flora Ingrica Sive Historia Plantarum Gubernii Petropolitani. May 1860.			Fl. Ingr. [Ruprecht]	
urn:lsid:biodiversity.org.au:apni.publication:182460	http://biodiversity.org.au/apni.publication/182460	Memoires de l'Academie Imperiale des Sciences de St.-Petersbourg. Sixieme Serie. Sciences Mathematiques, Physiques et Naturelles. 1831-1859.		1831-1859	Memoires de l'Academie Imperiale des Sciences de St.-Petersbourg. Sixieme Serie. Sciences Mathematiques, Physiques et Naturelles. 1831-1859.			Mém. Acad. Imp. Sci. St.-Pétersbourg, Sér. 6, Sci. Math.	
urn:lsid:biodiversity.org.au:apni.publication:180274	http://biodiversity.org.au/apni.publication/180274	Merrill, E.D., An Interpretation of Rumphius's Herbarium Amboinense. (1 Nov. 1917).		(1 Nov. 1917)	Merrill, E.D., An Interpretation of Rumphius's Herbarium Amboinense. (1 Nov. 1917).	urn:lsid:biodiversity.org.au:apni.publication:180375			Bureau of Printing
urn:lsid:biodiversity.org.au:apni.publication:181107	http://biodiversity.org.au/apni.publication/181107	Bieberstein, F.A. Marschall von, Tableau des provinces situees sur la cote occidentale de la Mer caspienne. 1798.		1798	Bieberstein, F.A. Marschall von, Tableau des provinces situees sur la cote occidentale de la Mer caspienne. 1798.				
urn:lsid:biodiversity.org.au:apni.publication:181108	http://biodiversity.org.au/apni.publication/181108	Hooker, W.J., Genera Filicum. 1838-1842.		1838-1842	Hooker, W.J., Genera Filicum. 1838-1842.			Gen.fil.	
urn:lsid:biodiversity.org.au:apni.publication:181109	http://biodiversity.org.au/apni.publication/181109	Schott, H.W., Genera Filicum. 1834-1836.		1834-1836	Schott, H.W., Genera Filicum. 1834-1836.				Vindobonae
urn:lsid:biodiversity.org.au:apni.publication:181111	http://biodiversity.org.au/apni.publication/181111	Brooker, M.I.H., Slee, A.V., Connors, J.R. & Duffy, S.M., EUCLID Eucalypts of southern Australia. 2002.		2002	Brooker, M.I.H., Slee, A.V., Connors, J.R. & Duffy, S.M., EUCLID Eucalypts of southern Australia. 2002.				CSIRO Publishing
urn:lsid:biodiversity.org.au:apni.publication:181112	http://biodiversity.org.au/apni.publication/181112	Nee, M., Symon, D.E., Lester, R.N. & Jessop, J.P., Solanaceae IV: Advances in Biology and Utilization. 1999.		1999	Nee, M., Symon, D.E., Lester, R.N. & Jessop, J.P., Solanaceae IV: Advances in Biology and Utilization. 1999.				The Royal Botanic Gardens
urn:lsid:biodiversity.org.au:apni.publication:181113	http://biodiversity.org.au/apni.publication/181113	Monographs in systematic botany from the Missouri Botanical Garden. 1978-.		1978-	Monographs in systematic botany from the Missouri Botanical Garden. 1978-.				Missouri Botanical Garden Press
urn:lsid:biodiversity.org.au:apni.publication:181114	http://biodiversity.org.au/apni.publication/181114	Jorgensen, P.M. & Leon-Yanez, S., Catalogue of the Vascular Plants of Ecuador. 1999.		1999	Jorgensen, P.M. & Leon-Yanez, S., Catalogue of the Vascular Plants of Ecuador. 1999.	urn:lsid:biodiversity.org.au:apni.publication:181113			Missouri Botanical Garden Press
urn:lsid:biodiversity.org.au:apni.publication:181116	http://biodiversity.org.au/apni.publication/181116	Strelitzia. 1994-.		1994-	Strelitzia. 1994-.				National Botanical Institute
urn:lsid:biodiversity.org.au:apni.publication:181117	http://biodiversity.org.au/apni.publication/181117	Goldblatt, P. & Manning, J.C., Cape plants: a conspectus of the Cape flora of South Africa. Sept. 2000.		Sept. 2000	Goldblatt, P. & Manning, J.C., Cape plants: a conspectus of the Cape flora of South Africa. Sept. 2000.	urn:lsid:biodiversity.org.au:apni.publication:181116			National Botanical Institute
urn:lsid:biodiversity.org.au:apni.publication:181118	http://biodiversity.org.au/apni.publication/181118	Airy Shaw, H.K., Dictionary of Flowering Plants and Ferns.			Airy Shaw, H.K., Dictionary of Flowering Plants and Ferns.				
urn:lsid:biodiversity.org.au:apni.publication:181121	http://biodiversity.org.au/apni.publication/181121	Henderson, R.J.F., Names and Distribution of Queensland Plants, Algae and Lichens. 2002.		2002	Henderson, R.J.F., Names and Distribution of Queensland Plants, Algae and Lichens. 2002.				Queensland Herbarium
urn:lsid:biodiversity.org.au:apni.publication:181122	http://biodiversity.org.au/apni.publication/181122	Buchanan, A.M., A Census of the Vascular Plants of Tasmania. 1999-.		1999-	Buchanan, A.M., A Census of the Vascular Plants of Tasmania. 1999-.				The Tasmanian Herbarium
urn:lsid:biodiversity.org.au:apni.publication:181126	http://biodiversity.org.au/apni.publication/181126	Analytical Key to West Coast Botany. 1888.		1888	Analytical Key to West Coast Botany. 1888.			Anal. Key West Coast bot.	
urn:lsid:biodiversity.org.au:apni.publication:181127	http://biodiversity.org.au/apni.publication/181127	Annales Botanici Fennici. 1964-.		1964-	Annales Botanici Fennici. 1964-.				
urn:lsid:biodiversity.org.au:apni.publication:181129	http://biodiversity.org.au/apni.publication/181129	Kavulak, J., The Australian Native Orchid Hybrid Guide. 1986-.		1986-	Kavulak, J., The Australian Native Orchid Hybrid Guide. 1986-.				Jodi Enterprises
urn:lsid:biodiversity.org.au:apni.publication:181130	http://biodiversity.org.au/apni.publication/181130	Lamiales Newsletter.			Lamiales Newsletter.				RBG Kew
urn:lsid:biodiversity.org.au:apni.publication:181131	http://biodiversity.org.au/apni.publication/181131	Bown, D., New Encyclopedia of Herbs & Their Uses.			Bown, D., New Encyclopedia of Herbs & Their Uses.				Royal Horticultural Society
urn:lsid:biodiversity.org.au:apni.publication:181132	http://biodiversity.org.au/apni.publication/181132	Flora of Australia Supplementary Series. 1987-.		1987-	Flora of Australia Supplementary Series. 1987-.				ABRS
urn:lsid:biodiversity.org.au:apni.publication:181136	http://biodiversity.org.au/apni.publication/181136	Lagasca y Segura, M., Elenchus Plantarum. 1816.		1816	Lagasca y Segura, M., Elenchus Plantarum. 1816.			Elench. pl.	
